text,date,sentiment,promotional,view_count,like_count,dislike_count,love_count,fire_count,happy_count,sad_count,clap_count,think_count,angry_count,total_reactions
"В Hududgazta’minot рассказали, как решить проблему, если у вас появилась несуществующая задолженность за газ.

",2022-05-21 11:38:07,positive,no,33163.0,82.0,12.0,0.0,0.0,35.0,0.0,0.0,3.0,22.0,154.0
"Оперативники Службы государственной безопасности (СГБ) пресекли деятельность двух майнинговых ферм в Ташкентской области.

",2022-05-21 11:23:39,positive,no,28183.0,90.0,19.0,0.0,7.0,5.0,0.0,0.0,8.0,9.0,138.0
"Джо Байден выдвинул новую кандидатуру на должность посла США в Узбекистане. Этот пост после соответствующей процедуры одобрения в Сенате может занять Джонатан Хеник.

",2022-05-21 10:20:11,negative,no,26386.0,56.0,297.0,0.0,0.0,0.0,0.0,5.0,7.0,14.0,379.0
"В Узбекистане аптеки обяжут предоставлять минимум 10% прилавков торговых залов под размещение БАДов и препаратов на основе лекарственных растений.

",2022-05-21 09:54:52,negative,no,27769.0,88.0,166.0,0.0,0.0,19.0,1.0,0.0,2.0,10.0,286.0
"В Узбекистане предоставили новые льготы производителям и переработчикам лекарственных растений. Соответствующий указ подписал глава государства.

",2022-05-21 09:34:09,positive,no,26420.0,103.0,9.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,120.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 21 МАЯ:  

 Справедливая цена и ""социальная норма"". Большой разговор о природном газе с главой ""Узтрансгаза""

 В Узбекистане с 1 июня зарплаты бюджетникам увеличат на 12 процентов

 В Ташкенте отправили под арест на 15 суток двоих выпивших парней, которые решили посадить картошку и п",2022-05-21 08:53:30,positive,no,26076.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,56.0
"Строительство железной дороги ""Китай – Кыргызстан – Узбекистан"" планируется начать осенью. Об этом заявил председатель Кабинета Министров Кыргызстана Акылбек Жапаров в ходе заседания правительства.

",2022-05-21 08:47:58,positive,no,26302.0,157.0,12.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,176.0
"Делегация США во главе с помощником Государственного секретаря по делам Южной и Центральной Азии Дональдом Лу 23-25 мая посетит Узбекистан.

",2022-05-21 08:19:25,negative,no,26937.0,70.0,434.0,0.0,3.0,0.0,0.0,0.0,2.0,37.0,546.0
"Какой будет справедливая цена на газ в Узбекистане

В Ташкенте попрошайки калечат животных, чтобы собрать деньги на выпивку

Узбекских мигрантов пригласили строить космодром

А также алкоголики против Амира Темура

Читайте об этом и многом другом в нашем обзоре главных событий в Узбекистане на 20 мая.",2022-05-20 23:10:52,positive,no,27426.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,57.0
"В Ташкенте отправили под арест на 15 суток двоих выпивших парней, которые решили посадить картошку и построить коровник возле памятника Амиру Темуру.

",2022-05-20 21:38:07,positive,no,29185.0,125.0,14.0,0.0,0.0,225.0,4.0,5.0,18.0,43.0,434.0
"В центре Ташкента в воскресенье перекроют ряд улиц  

""22 мая в Ташкенте на территории выставочного комплекса Uzexpocenter и Intercontinental состоится открытый Чемпионат Узбекистана по триатлону"", - сообщили в столичном хокимияте. 

В связи с этим 22 мая с 6:00 до 13:00 будут перекрыты участки дорог по следующим напра",2022-05-20 20:38:44,positive,no,28470.0,53.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,96.0
"В Узбекистане с 1 июня зарплаты бюджетникам увеличат на 12 процентов. Также вырастут размеры МРОТ и БРВ.

",2022-05-20 20:31:12,positive,no,30189.0,86.0,35.0,0.0,0.0,57.0,0.0,1.0,12.0,18.0,209.0
"В Бостанлыкском районе Ташкентской области открыли первую полноценную эко-туристическую зону отдыха Green Hills Resort.

",2022-05-20 18:46:58,positive,no,28075.0,165.0,24.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,205.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 20 МАЯ:  

 Хуже животных. В Ташкенте попрошайки стали использовать собак, чтобы собирать деньги на выпивку

За месяц средняя цена жилья на вторичном рынке в Ташкенте выросла на 1,3%, аренда – на 0,4%

Проливные дожди и сильный ветер. Синоптики рассказали о погоде на выходных

Води",2022-05-20 18:13:13,positive,no,26374.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0
"В филиале ВГИКа в Ташкенте откроются три новых направления. Об этом заявила министр культуры России Ольга Любимова, находящаяся с визитом в Ташкенте.

",2022-05-20 18:02:06,positive,no,25751.0,105.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,118.0
"В Узбекистане стартовал набор строителей для работы на космодроме Восточный в России. Первой локацией стала Наманганская область. Предлагаемая зарплата – от 500 до 800 долларов. 

",2022-05-20 17:48:19,positive,no,27613.0,167.0,39.0,0.0,0.0,44.0,3.0,0.0,11.0,2.0,266.0
"В Узбекистане с 2022/2023 учебного года вводится единая школьная форма. Ранее планировалось, что она появится лишь с 2024/2025 учебного года.

",2022-05-20 17:25:03,negative,no,30689.0,145.0,279.0,0.0,0.0,0.0,4.0,5.0,4.0,41.0,478.0
"Появляется всё больше новостей о новых случаях заражения оспой обезьян в Европе. Что известно об этой болезни? Собрали главные факты, основываясь на данных ВОЗ.

 Вирус оспы обезьян в основном передаётся людям от диких животных — грызунов и приматов. При этом его передача от человека к человеку носит ограниченный харак",2022-05-20 16:25:54,negative,no,27000.0,75.0,16.0,0.0,8.0,6.0,26.0,0.0,12.0,46.0,189.0
"Одной из главных новостей последних дней стало планируемое введение в Узбекистане ""социальной нормы"" потребления электричества и газа. Какой она будет и как это затронет простых граждан, появится ли справедливая цена на газ для жителей, корреспонденту Podrobno.uz рассказал председатель правления компании ""Узтрансгаз"" Б",2022-05-20 16:14:36,negative,no,27869.0,65.0,152.0,0.0,1.0,0.0,3.0,2.0,1.0,19.0,243.0
"В Ташкенте стартует новый проект по переработке твердых бытовых отходов с участием Азиатского банка развития

Пилотными станут Бектемирский и Мирабадский районы. В дальнейшем проект распространят на весь город, сообщили в столичной администрации. 

",2022-05-20 15:39:40,positive,no,26290.0,76.0,5.0,0.0,9.0,7.0,0.0,0.0,5.0,0.0,102.0
"В Ташкенте запускают новые правила входа в автобусы. Теперь это можно сделать только через переднюю дверь. 

",2022-05-20 15:25:06,positive,no,27472.0,205.0,130.0,0.0,0.0,76.0,2.0,13.0,12.0,14.0,452.0
"Mobiuz запускает видеосервис Mobi Cinema

Mobi Cinema открывает безлимитный доступ к более ста ТВ-каналам, а также тысячам фильмов и сериалов.

На правах рекламы",2022-05-20 15:00:09,positive,yes,26649.0,69.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
"Водитель ""Каптивы"" спровоцировал ДТП в Ташкенте и скрылся с места происшествия. МВД объявило его в розыск.

",2022-05-20 14:05:16,negative,no,26095.0,74.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,42.0,127.0
"Узгидромет опубликовал прогноз погоды на предстоящие выходные дни. По республике ожидаются проливные дожди и порывистый ветер. 

",2022-05-20 12:00:13,positive,no,27749.0,94.0,2.0,0.0,5.0,0.0,5.0,0.0,23.0,5.0,134.0
"В апреле средняя цена жилья на вторичном рынке в Ташкенте выросла на 1,3%, аренда – 0,4%.

",2022-05-20 11:56:31,negative,no,26321.0,27.0,80.0,0.0,4.0,0.0,0.0,0.0,11.0,5.0,127.0
"Узгидромет опубликовал экстренное предупреждение. В Узбекистане 21-22 мая прогнозируют штормовой ветер.

",2022-05-20 11:32:52,positive,no,28310.0,30.0,10.0,0.0,0.0,0.0,19.0,0.0,50.0,0.0,109.0
"Мы уже стали понемногу привыкать, что у некоторых наших граждан нет ничего святого – они вымогают деньги якобы на лечение детей, крадут пенсии, используют детей для собственного обогащения, устраивают самосуд и многое другое. Теперь к этому списку прибавилось еще одно деяние – попрошайки стали использовать бедных живот",2022-05-20 10:49:57,negative,no,28079.0,43.0,30.0,0.0,0.0,5.0,25.0,5.0,3.0,329.0,440.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 20 МАЯ:  

 В Ташкенте засняли мужчину, мастурбирующего в автобусе. МВД устанавливает личность нарушителя

 Алишер Усманов разводится с Ириной Винер после 30 лет брака

 Расул Кушербаев направил депутатский запрос в Узкомназорат с просьбой объяснить причины блокировки Твиттера

 Узбе",2022-05-20 08:50:48,positive,no,26110.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
"Лидер партии ""Миллий тикланиш"" Алишер Кадыров предложил новый способ борьбы с пробками. По его мнению, нужно на законодательном уровне разрешить ремонт дорог только в ночное время.

",2022-05-20 08:46:19,positive,no,25962.0,500.0,33.0,0.0,0.0,82.0,3.0,25.0,0.0,44.0,687.0
"В Сардобинском районе Сырдарьинской области осудили на 20 лет молодого человека, который зарезал соседку из-за золотого украшения.

",2022-05-20 08:25:55,positive,no,26110.0,87.0,4.0,0.0,0.0,5.0,12.0,0.0,10.0,5.0,123.0
"В столице сегодня к вечеру возможен кратковременный дождь, гроза. Ветер 3-8 м/с, при грозе возможно усиление до 12-15 м/с. Воздух прогреется до 28-30°, сообщили в Узгидромете.

",2022-05-20 08:07:09,positive,no,25909.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,50.0
"Посол КНР в Узбекистане рассказала о фейках вокруг китайских кредитов

Исследовательница, открывшая новую страницу в истории Узбекистана

Особо опасные для девушек автобусы
 
А также воровство у детей

Читайте об этом и многом другом в нашем обзоре главных событий в Узбекистане на 19 мая.",2022-05-19 23:47:18,positive,no,26986.0,45.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,59.0
Узбекистан решил нарастить запасы урана за счет освоения новых месторождений. Шавкат Мирзиёев в ходе презентации проектов по увеличению запасов полезных ископаемых указал на неуклонный рост стоимости урана на мировом рынке и подчеркнул необходимость уделить в новых проектах особое внимание переработке этого сырья и соз,2022-05-19 22:27:46,positive,no,27090.0,135.0,13.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,155.0
"Расул Кушербаев направил депутатский запрос в Узкомназорат с просьбой дать мотивированное объяснение по вопросу блокировки Твиттера, а также принять меры по снятию ограничений.

",2022-05-19 21:33:27,positive,no,26907.0,118.0,33.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,170.0
"Театры Узбекистана станут частью большой программы поддержки русских театров за рубежом. Об этом заявила министр культуры России Ольга Любимова, которая сегодня посетила Академический русский драматический театр в Ташкенте.

",2022-05-19 20:48:18,positive,no,27083.0,332.0,25.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,367.0
"В Узбекистане стартовали продажи обновленного премиального внедорожника Chevrolet Traverse 2022.

",2022-05-19 20:20:22,negative,no,27482.0,30.0,154.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0,204.0
"Один из богатейших российских предпринимателей Алишер Усманов и знаменитый тренер по художественной гимнастике Ирина Винер-Усманова решили официально развестись после 30 лет брака.

",2022-05-19 19:24:35,positive,no,28983.0,51.0,80.0,0.0,6.0,65.0,69.0,0.0,228.0,2.0,501.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 19 МАЯ:  

 Женская сборная Узбекистана по боксу завоевала две бронзовые медали на чемпионате мира в Турции

В Намангане осудили на четыре года молодого человека, который распространял через Телеграм идеи фанатизма

В Минюсте призвали водителей не откладывать замену прав. После про",2022-05-19 18:11:58,positive,no,26294.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0
"В Ташкенте засняли на видео мужчину, мастурбирующего в автобусе. МВД устанавливает личность нарушителя.

",2022-05-19 18:05:11,negative,no,28086.0,22.0,39.0,0.0,6.0,188.0,7.0,4.0,11.0,289.0,566.0
"Узбекистан планирует закупить новые высокоскоростные поезда. Переговоры об этом прошли на днях в Ташкенте.

",2022-05-19 17:30:06,positive,no,26201.0,112.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,149.0
"Всемирный банк (ВБ) опубликовал новое исследование, в котором анализируются основные вызовы и возможности для социально-экономического развития Узбекистана. В нем содержатся рекомендации для властей по устранению барьеров для роста частного сектора, ограничению участия государства в экономике, развитию человеческого ка",2022-05-19 17:18:31,negative,no,25397.0,30.0,63.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,98.0
"В 2022 году будет построено 2 606 км внутренних дорог с цементобетонным покрытием. Соответствующее постановление подписал президент Узбекистана.  

",2022-05-19 16:40:30,positive,no,25554.0,83.0,42.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,148.0
"Фракции политических партий в нижней палате парламента Узбекистана начали рассмотрение проекта закона ""Об организации дорожного движения"". Данный документ призван решить множество проблем, которые возникают у пешеходов, велосипедистов и водителей.

",2022-05-19 16:38:17,positive,no,25262.0,70.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,81.0
"‼ 25 и 26 мая в Ташкенте пройдет ПЛАС-форум 2022 ""Банки и ритейл. Цифровая трансформация и взаимодействие"". Visa, мировой лидер индустрии цифровых платежей, выступает титульным спонсором события.

 В форуме примут участие локальные и международные эксперты, аналитики и представители ведущих отраслей экономики. Они обсу",2022-05-19 16:28:14,positive,yes,25346.0,44.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,55.0
"Посол Китая в Узбекистане Цзян Янь прокомментировала фейки о том, что страны попадают в долговые ловушки из-за китайских кредитов. По ее словам, в медийном пространстве сложился странный стереотип, что западные кредиты – это лепешка, то есть хорошо, а китайские – ловушка. Она также подчеркнула, что КНР не является глав",2022-05-19 14:25:35,positive,no,27080.0,130.0,20.0,0.0,1.0,26.0,0.0,0.0,3.0,0.0,180.0
"В Минюсте призвали водителей не откладывать замену прав. После продления срока замены до конца 2023 года число водителей, меняющих документы, снизилось в 10 раз.

",2022-05-19 13:48:15,positive,no,26298.0,66.0,3.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,94.0
"Узбекистан и Азиатский банк развития ведут переговоры по проекту строительства новых очистных сооружений в Ташкенте, сообщили в ""Узсувтаъминот"".

",2022-05-19 13:28:13,positive,no,25753.0,82.0,2.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,95.0
"Афганистан задолжал более 100 миллионов долларов за электроэнергию Узбекистану и Таджикистану. Талибы говорят, что виноваты банки этих стран, которые из-за введенных антироссийских санкций не могут принять эти деньги.

В Минэнерго Узбекистана корреспонденту Podrobno.uz сообщили, что афганская сторона полностью рассчита",2022-05-19 13:24:53,positive,no,26212.0,44.0,30.0,0.0,0.0,58.0,0.0,0.0,101.0,2.0,235.0
"Оперативники Службы государственной безопасности (СГБ) задержали в Наманганской области местного жителя, который активно продвигал через соцсети идеи фанатизма. Он пытался сбежать из страны в Кыргызстан.

",2022-05-19 12:03:03,positive,no,26099.0,60.0,76.0,0.0,16.0,2.0,2.0,0.0,7.0,5.0,168.0
"Чиновники в Навоийской области закупали спортинвентарь для школ по завышенной цене, а также расхищали деньги, выделенные школьникам для участия в международных соревнованиях.

",2022-05-19 10:19:54,negative,no,28770.0,24.0,232.0,0.0,2.0,35.0,2.0,2.0,4.0,6.0,307.0
"Китайская компания Anhui Conch Cement ввела в эксплуатацию новый цементный завод в Кашкадарьинской области.

",2022-05-19 09:38:01,positive,no,26928.0,97.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 19 МАЯ:  

 Что делать с налогами. Эксперт рассказал о том, как необходимо усовершенствовать налоговую систему Узбекистана

 На рынках Ташкента изъяли и уничтожили почти 7 тонн опасного мяса и 89 тысяч яиц

 В Узбекистане появится ""социальная норма"" потребления энергии

 В Ташкенте в",2022-05-19 08:42:47,positive,no,26085.0,41.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0
"Женская сборная Узбекистана завершила свое выступление в первенстве планеты по боксу, которое проходит в Стамбуле. Эти соревнования уже вошли в историю узбекского спорта, как старты, подарившие первые медали с чемпионата мира среди женщин.

",2022-05-19 08:36:24,positive,no,25499.0,165.0,8.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,179.0
"В столице сегодня во второй половине дня возможен кратковременный дождь, гроза. Ветер 7-12 м/с. Воздух прогреется до 28-30°, сообщили в Узгидромете.

",2022-05-19 08:20:20,positive,no,26231.0,37.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,45.0
"Сегодня многим кажется, что в истории развития человечества остается все меньше белых пятен. Тысячи ученых по всему миру изучают письменные источники и артефакты, стремясь рассказать людям, какими были их предки, что их волновало и как они находили общий язык друг с другом. Центральная Азия здесь не исключение, о ее ра",2022-05-19 07:47:13,positive,no,27875.0,99.0,13.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,120.0
"В Узбекистане появятся социальные нормы на электричество и газ

Кластеры, получившие льготы, но избегающие социальной ответственности

Бизнес, который устал от налоговых изменений

А также ташкентские ворота

Читайте об этом и многом другом в нашем обзоре главных событий в Узбекистане на 18 мая.",2022-05-18 21:49:44,negative,no,27428.0,37.0,62.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,109.0
"Внимание. Пропал ребёнок

Умурзаков Санжар (6 лет)

Пропадает первый раз. Брат посадил в обеденное время на такси у Келес аптеки до дома (адрес: г. Келес, массив Келес, махалля Озодлик 16). Он доехал до своей махалли, вышел и пропал. Видели сегодня в 17:00 около светофора махалли Абдурахманов, Ташкентского р-на

UPD: С",2022-05-18 20:53:02,negative,no,29134.0,107.0,14.0,0.0,4.0,0.0,140.0,2.0,10.0,0.0,277.0
"В Узбекистане стартует поэтапное реформирование рынка энергоресурсов. В его рамках появится ""социальная норма"" потребления энергии. 

Под этим понимается определенное количество энергии, оплачиваемое населением по льготному тарифу. То есть она продается по относительно низкой (льготной) цене до определенной установленн",2022-05-18 19:27:56,negative,no,30529.0,46.0,408.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,467.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 18 МАЯ:  

 Узбекистан и Израиль подписали соглашение об укреплении двусторонних связей в сфере туризма

В Ташкенте в этом году стартует долгожданный проект по восстановлению 12 исторических ворот

Сложный вопрос. Социальная ответственность кластера - какой она должна быть

Спрос н",2022-05-18 18:20:20,positive,no,26311.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,42.0
"Крупнейший горный курорт России ""Роза Хутор"" совместно с отечественным туристическим сектором запускают программу летнего отдыха в горном кластере и на черноморском побережье Сочи для туристов из Узбекистана. 

",2022-05-18 17:06:27,positive,no,26878.0,272.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0
"На рынках Ташкента с начала года изъяли и уничтожили 6,8 тонны опасного мяса и 89 тысяч яиц.

",2022-05-18 16:55:58,positive,no,26498.0,171.0,23.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,212.0
"Накануне в соцсетях появилось видео с рабочими возле строящегося небоскреба Nest One, протестовавшими против невыдачи зарплаты. Дошло до того, что они перекрыли одну из прилегающих к стройке дорог. Позже бизнесмен Мурад Назаров, компания которого участвует в строительстве небоскреба, заявил, что все спокойно. Он также ",2022-05-18 16:18:02,negative,no,25896.0,35.0,563.0,0.0,8.0,16.0,0.0,4.0,12.0,0.0,638.0
"Прямые рейсы в Прагу каждое воскресенье, которые откроют множество возможностей для туристов любого возраста. Вы сможете не только отдохнуть, но и укрепить свое здоровье, увидеть облики исторических центров, насладиться пейзажами и многое другое.

Мы с радостью поможем Вам подобрать тур, приобрести авиабилет на прямой ",2022-05-18 15:50:32,positive,yes,25499.0,51.0,57.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,118.0
"В течение 25 лет электроэнергетика Узбекистана не развивалась, а устаревала. Сейчас специалистам приходится буквально разгребать проблемы, копившиеся годами, рассказал на встрече с журналистами заместитель министра энергетики Шерзод Ходжаев.

По его словам, в настоящее время в стране идет разработка новой тарифной поли",2022-05-18 14:36:51,negative,no,26045.0,68.0,306.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,389.0
"Частое изменение налогового законодательства приводит к большим сложностям для бизнеса. Поэтому с 2023 года необходимо объявить мораторий на пять лет на все крупные изменения налоговой системы, кроме налоговых ставок, считает кандидат экономических наук Жорилла Абдуллаев.

",2022-05-18 14:06:37,positive,no,25028.0,113.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,130.0
"С начала года UzAuto Motors выдал владельцам более 108300 автомобилей: поручение Президента выполнено

На правах рекламы",2022-05-18 13:20:24,negative,yes,25161.0,24.0,146.0,0.0,0.0,23.0,0.0,2.0,6.0,0.0,201.0
"Анализ Центра экономических исследований и реформ (ЦЭИР) показал, что спрос на автомобили в Узбекистане в апреле вновь начал стремительно расти.  

В апреле 2022 года в стране было зарегистрировано 129,1 тысячи автотранспортных средств, что на 104% больше по сравнению с апрелем прошлого года (63,3 тысячи). При этом наб",2022-05-18 13:02:31,negative,no,24787.0,38.0,80.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,128.0
"В Ташкенте грузовик вылетел с дороги, снес дерево и врезался в столб

ДТП произошло сегодня, 18 мая, в Алмазарском районе. К счастью, никто не пострадал.

",2022-05-18 12:59:54,negative,no,23567.0,51.0,31.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,112.0
"Посещая Ферганскую область, Шавкат Мирзиёев на совещании по вопросам социально-экономического развития этого региона сказал, что в решение проблемы безработицы должны вносить свои усилия и ранее созданные кластеры. ""В районе, где работает кластер, не должно быть безработицы"", – отметил президент. 

Это высказывание гла",2022-05-18 12:37:07,positive,no,24973.0,56.0,13.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,78.0
"В Ташкенте в этом году стартует долгожданный проект по восстановлению 12 исторических ворот. До конца года планируется восстановить два архитектурных объекта.

",2022-05-18 11:55:01,positive,no,25947.0,167.0,17.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,193.0
"В Казахстане 5 июня пройдет республиканский референдум, в ходе которого граждане выскажут свое мнение о предлагаемых изменениях в Конституции страны. Изменения затронут треть статей Основного закона.

",2022-05-18 10:41:41,positive,no,25894.0,68.0,27.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,105.0
"Узбекистан и Израиль подписали соглашение об укреплении двусторонних связей в сфере туризма. Документ предполагает увеличение числа авиарейсов, организацию выставок и сотрудничество между вузами.

",2022-05-18 10:26:57,positive,no,26023.0,94.0,34.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,139.0
"Узбекистан 18-22 мая посетит делегация Министерства иностранных дел Малайзии во главе с заместителем министра иностранных дел Камарудином Джаффаром.

",2022-05-18 10:07:08,positive,no,25779.0,75.0,7.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,91.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К УТРУ 18 МАЯ:  


 Производство электроэнергии в Узбекистане – это убыточная отрасль с точки зрения частных инвесторов – замминистра

 Правоохранители смогут отправлять на принудительное лечение людей, страдающих алкоголизмом

 В МНО придумали, как школьники Узбекистана отметят ""последний ",2022-05-18 08:37:53,positive,no,26154.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
"18 мая в Узбекистане отмечается Международный день музеев. Сегодня все государственные музеи можно посетить бесплатно. 

В этот день во всех музеях пройдет ""День открытых дверей"", запланированы десятки праздничных программ и открытие новых выставок.

",2022-05-18 08:30:42,positive,no,30840.0,119.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,126.0
"В столице сегодня возможен кратковременный дождь, гроза. Ветер 5-10 м/с, при грозе возможно усиление до 12-15 м/с. Воздух прогреется до 27-29°, сообщили в Узгидромете.

",2022-05-18 08:23:15,positive,no,26368.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0
"В школах продолжаются повальные поборы якобы на ремонт зданий

Жители Бухары просят обратить внимание на мечеть ""Джами"", где нарушаются мусульманские правила

МНО придумало, как школьники будут проводить ""последний звонок""

А также убыточная отрасль

Читайте об этом и многом другом в нашем обзоре главных событий в Узбе",2022-05-18 00:15:35,positive,no,27355.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
"В Узбекистане с 1 июня этого года повысят ежемесячные оклады медицинским, фармацевтическим и другим работникам государственных медицинских учреждений. Кроме того, врачи будут получать ряд надбавок к зарплате, проходить медосмотры за счет государства.

",2022-05-17 22:38:16,positive,no,28986.0,138.0,50.0,0.0,0.0,16.0,0.0,0.0,41.0,0.0,245.0
"Министерство народного образования (МНО) разработало очередные правила проведения ""последнего звонка"" в школах. Школьникам рекомендовали отказаться от банкетов и вечеринок, не дарить подарки учителям и директору, а ограничиться 45-минутным мероприятием на территории школы.

",2022-05-17 21:47:57,positive,no,30511.0,210.0,251.0,0.0,3.0,50.0,0.0,1.0,15.0,0.0,530.0
"Tenge Bank принял участие в Международной туристической выставке Tashkent Travel Mart 2022

В отеле HILTON Tashkent city 17 мая состоялась международная туристическая выставка в формате ""В2В"". В рамках Tashkent Travel Mart 2022 была возможность заключить контракты с новыми перспективными бизнес-партнёрами, а также укре",2022-05-17 19:00:06,positive,yes,27362.0,47.0,20.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,74.0
"Производство электроэнергии в Узбекистане – это убыточная отрасль с точки зрения частных инвесторов. Для того, чтобы привлечь частные инвестиции в электроэнергетику придется прежде всего решать именно эту проблему, заявил заместитель министра энергетики Шерзод Ходжаев.

",2022-05-17 18:29:31,negative,no,28717.0,41.0,194.0,0.0,7.0,16.0,0.0,0.0,12.0,0.0,270.0
" ГЛАВНЫЕ НОВОСТИ УЗБЕКИСТАНА К ВЕЧЕРУ 17 МАЯ:  

 Воспитанники домов ""Мехрибонлик"" стали победителями футбольного турнира в России

Жители Бухары просят власти пересмотреть решение о превращении мечети ""Джами"" в музей

Мужчина упал под поезд в Ташкентском метро. Он торопился попасть в отъезжающий вагон. Видео

Зоозащит",2022-05-17 18:22:07,positive,no,26552.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,39.0
"Правоохранители смогут отправлять на принудительное лечение людей, страдающих алкоголизмом. Кроме того, в районных и городских медицинских объединениях появятся пункты помощи лицам, находящимся в состоянии опьянения.

",2022-05-17 17:45:45,positive,no,27412.0,274.0,10.0,0.0,0.0,10.0,0.0,0.0,19.0,0.0,313.0
"В Лондоне с 19 по 25 мая в присутствии британской прессы и международной публики состоится премьера трех фильмов режиссеров из Узбекистана. Цель мероприятия – продвижение национальной культуры на англоязычном пространстве.

",2022-05-17 17:22:17,positive,no,26608.0,98.0,50.0,0.0,5.0,2.0,0.0,0.0,9.0,0.0,164.0
"Uzbekistan Airways начала работу по обновлению мультимедионной системы на бортах воздушных судов

Теперь во время авиарейсов пассажиры смогут смотреть новые фильмы, которые подойдут не только взрослым, но и детям.

",2022-05-17 16:48:11,positive,no,26675.0,136.0,1.0,0.0,3.0,31.0,4.0,6.0,0.0,0.0,181.0
"Внимание. Пропал человек    

Усманова Саноат ( 73 года). Ранее не пропадала. Пенсионерка. Страдает потерей памяти.

UPD: бабушка найдена, всем спасибо",2022-05-17 15:49:53,positive,no,26821.0,130.0,2.0,0.0,0.0,2.0,72.0,0.0,0.0,0.0,206.0
"Зоозащитникам удалось отстоять приют Terra vita. Хокимият отозвал иск о закрытии.

",2022-05-17 15:47:45,positive,no,28499.0,482.0,5.0,0.0,9.0,0.0,0.0,51.0,1.0,0.0,548.0
