text,date,like_count,dislike_count,cry_count,think_count
"Какой вклад внёс Узбекистан в освоение космоса

Первый полёт человека в космос состоялся 61 год назад. В честь Дня космонавтики вспоминаем обзор «Газеты.uz» о вкладе Узбекистана в освоение космоса. Среди достижений — производство самолётов для испытания космонавтов на ТАПОиЧ, создание установки в Ташкентском бюро машиностроения, которая привезла на Землю лунный грунт, и тестирование в посёлке Невич разработанной в Ташкенте аппаратуры для исследования Луны. 

Материал был впервые опубликован в 2021 году.

https://www.gazeta.uz/ru/2022/04/12/space/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-12 11:21:38,229,9,0,8
"Главный бухгалтер Ферганского колледжа олимпийского резерва в 2019—2021 годах незаконно выписал себе зарплату и надбавки на 4,3 млрд сумов. Эти деньги он потратил на азартные игры в интернете.

https://www.gazeta.uz/ru/2022/04/12/money-college/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-12 11:10:11,38,94,0,26
"Банк «Ипак Йули» объявил о запуске услуги мобильного терминала SoftPOS, созданного на базе MARTA. Благодаря данной технологии любой смартфон с NFC на базе Android 8.0 и выше может принимать оплату с бесконтактных карт Humo (на правах рекламы).
https://www.gazeta.uz/ru/2022/04/12/ipak-yuli/",2022-04-12 11:03:06,47,11,0,5
"Президент подписал указ о создании дополнительных удобств для деятельности частного сектора медицины и поддержке его работников.

https://www.gazeta.uz/ru/2022/04/12/med/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-12 10:46:01,107,19,0,5
"С 12 апреля из Ташкента возобновляется автобусное сообщение в города Казахстана. Минтранс опубликовал расписание рейсов в пять городов и цены билетов.

https://www.gazeta.uz/ru/2022/04/12/buses/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-12 10:24:12,124,6,0,4
"Венгерский ОТP Bank попросил Узбекистан отложить на два-три месяца сделку по приобретению 75% государственной доли в «Ипотека-банке». Причиной отсрочки называется неопределённость, вызванная войной в Украине.

https://www.gazeta.uz/ru/2022/04/12/otp-bank/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-12 09:21:06,47,12,0,70
"Жители массива Ц-5 в Юнусабадском районе Ташкента в борьбе с застройщиком смогли отстоять детскую площадку и зелёную зону между домами, где планировалось возвести новостройку. В ходе конфликта некоторые жители и активисты получили травмы. Инцидент урегулировало вмешательство хокима столицы Джахонгира Артыкходжаева.

https://www.gazeta.uz/ru/2022/04/11/center5/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 23:57:36,572,24,0,14
"В Ферганской долине может быть построен единый международный аэропорт для всех трёх областей региона. Об этом говорилось на презентации проектов президенту.

https://www.gazeta.uz/ru/2022/04/11/ferghana-valley/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 22:47:24,66,85,0,11
"Парламент Пакистана избрал новым премьер-министром страны Шахбаза Шарифа - младшего брата бывшего премьера Наваза Шарифа. Этому предшествовал вотум недоверия и отстранение от должности Имрана Хана.

https://www.gazeta.uz/ru/2022/04/11/pakistan-prime-minister/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 21:50:07,29,76,0,31
"Самолет Uzbekistan Airways, летевший из Минска в Ташкент, из-за угрозы взрыва совершил посадку в аэропорту Домодедово в Москве. Сообщение о минировании не подтвердилось, заявили в авиакомпании.

https://www.gazeta.uz/ru/2022/04/11/uzbekistan-airways/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 20:45:28,28,74,0,60
"Посол Великобритании в Ташкенте в интервью Alter Ego высказался об ограничении работы российских СМИ, которые, по его мнению «используются как орудие войны», а также о целях санкций против Владимира Путина и его окружения. Российские СМИ и посольство РФ раскритиковали дипломата, при этом описав интервью как «много шума из ничего».

https://www.gazeta.uz/ru/2022/04/11/torlot/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 19:38:42,210,152,0,28
"Приложение Payme достигло 5 млн скачиваний в Google Play. Сервис уже шесть лет предлагает пользователям решения для повседневных задач, отличающиеся безопасностью и удобством (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/11/payme/",2022-04-11 19:03:10,88,28,0,1
"Служба государственной безопасности сообщила о задержании трёх человек в момент продажи 6900 фальшивых долларов.

https://www.gazeta.uz/ru/2022/04/11/money/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 18:34:56,76,4,0,13
"Ряд платных дорог, ветряных и солнечных электростанций в Узбекистане планируется построить на основе государственно-частного партнёрства. С привлечением частных компаний также будут модернизировать международные аэропорты и инфраструктуру Ташкента и других городов.

https://www.gazeta.uz/ru/2022/04/11/partnership/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 18:24:39,56,60,0,11
"UZCARD принял участие в реализации общенационального проекта «Яшил макон». Команда компании высадила 500 деревьев в Яшнабадском районе Ташкента и заложила основу масштабного плана по благоустройству парковой зоны (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/11/uzcard/",2022-04-11 17:03:09,88,26,0,1
"Казахстан введёт квоты на экспорт зерна и муки с 15 апреля. Узбекистан планировал закупить как минимум 100 тысяч тонн казахстанской пшеницы. На фоне мировых запретов и ограничений на экспорт зерновых Всемирный банк призывает не допустить продовольственный кризис и восстановить цепочки поставок.

https://www.gazeta.uz/ru/2022/04/11/kazakhstan-wheat-export/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 16:38:18,44,81,0,15
"По оценкам ВБ, вторжение России в Украину замедлят экономический рост в Узбекистане до 3,6%, в то время как до кризиса его оценивали в 6%. При этом в ВБ считают, что более высокие доходы Узбекистана от экспорта сырьевых товаров и поступлений от приватизации компенсируют высокие социальные расходы на поддержку домохозяйств, зависящих от денежных переводов, и предотвратят резкий рост уровня бедности из-за сокращения денежных переводов и возвращения трудовых мигрантов домой.

https://www.gazeta.uz/ru/2022/04/11/wb/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 13:53:18,69,50,0,90
"Налоговые и таможенные льготы, которыми ранее пользовались ассоциации «Узбекипаксаноат», «Узчармсаноат» и другие, распространены на всех субъектов в этих отраслях. Льготы были даны в 2017—2019 годах, их срок истекает 1 января 2023 года. «Газета.uz» публикует список этих льгот и отраслей.

https://www.gazeta.uz/ru/2022/04/11/favourable-taxes/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 13:31:44,37,5,0,5
"UzAuto расширяет партнерство с Туринским политехническим университетом в Италии. При ТПУ в Ташкенте откроются постоянные представительства Центра компетенций и Лаборатории новых метрологических технологий (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/11/uzauto/",2022-04-11 13:03:04,28,43,0,1
"В течение недели ожидается преимущественно сухая погода, лишь в начале её в ряде регионов возможны кратковременные дожди с грозой, также будет наблюдаться усиление ветра до 17−22 м/с. К концу недели температура поднимется до +35 градусов.

https://www.gazeta.uz/ru/2022/04/11/meteo/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 12:46:07,55,30,0,11
"Несмотря на относительно спокойную эпидемиологическую обстановку по коронавирусу, нужно сохранять готовность к всплеску заболеваемости, отмечают в ВОЗ. Страновой офис организации рекомендует создать национальную онлайн-платформу для обучения большего числа медработников.

https://www.gazeta.uz/ru/2022/04/11/medical-staff-training/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 12:37:02,72,10,0,8
"«Номер один наш президент», «Уважуха к Мирзиёеву», «Пусть сбудутся твои мечты Шавкат Миромонович» — подобные однотипные комментарии регулярно появляются под новостями, связанными с президентом. Мы не знаем, кто это делает, зачем это делается и что с этим делать. Но читать эти комментарии всегда занимательно.

https://www.gazeta.uz/ru/2022/04/11/comments/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 12:09:10,105,197,0,55
"Украинское Закарпатье получило гуманитарный груз весом более 34 тонн из Узбекистана. В его составе — медикаменты, индивидуальные аптечки и продукты питания длительного хранения.

https://www.gazeta.uz/ru/2022/04/11/humanitarian-aid/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 12:01:49,294,119,0,28
"Министерство обороны поделилось видео тренировки десантниками прыжков с парашютом.

https://www.gazeta.uz/ru/2022/04/11/descent/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 11:51:37,154,5,0,7
"Компания Tinkoff Global начала регистрацию в Узбекистане товарного знака CloudPayments. Сервис онлайн-платежей уже зарегистрировал компанию и начал переговоры с местным бизнесом.

https://www.gazeta.uz/ru/2022/04/11/cloudpayments/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 11:23:00,109,30,0,9
"British Management University продолжает прием на программу Foundation 2022. Выпускники BMU смогут получить два диплома, а также дополнительную специализацию в IT и сертификаты ACCA, CFA и PMI (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/11/bmu/",2022-04-11 11:03:13,34,16,0,7
"Действующий президент Франции Эммануэль Макрон победил в первом туре президентских выборов, набрав около 27,4% голосов. Второе место с 23,41% заняла кандидат ультраправого «Национального объединения» Марин ле Пен.

https://www.gazeta.uz/ru/2022/04/11/french-elections/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 10:49:01,66,116,0,6
"Центробанк сообщил о случаях списания денег с карт граждан без их согласия для погашения чужих долгов. За такую практику оштрафован «Даврбанк».

https://www.gazeta.uz/ru/2022/04/11/banks/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 10:25:06,130,19,0,16
"Президент поручил осуществлять благоустройство территорий «на основе национальных ценностей», высаживая в махаллях виноград, тополя, мирабилис и базилик. «Это же можно восстановить, это же наши традиции. Даже цветы у нас стали импортными», — сказал Шавкат Мирзиёев.

https://www.gazeta.uz/ru/2022/04/11/flowers/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 10:14:48,221,12,0,22
"Руководитель текстильного кластера Сайхунабадского района Дилмурод Абдурахманов назначен заместителем хокима Сырдарьинской области по вопросам сельского и водного хозяйства.

https://www.gazeta.uz/ru/2022/04/11/sirdaryo/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-11 09:53:51,29,18,0,3
"Hyundai открыл дилерский центр в Ангрене. В дилерском центре жители города смогут приобретать автомобили и запасные части, а также получать сервисное обслуживание (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/11/hyundai/",2022-04-11 09:03:01,58,5,0,4
"Процентные ставки по ипотечным и образовательным кредитам останутся без изменений до конца 2022 года. Это предусмотрено постановлением президента Узбекистана.

https://www.gazeta.uz/ru/2022/04/10/credits/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-10 21:49:27,63,10,0,6
"Премьер-министр Великобритании Борис Джонсон посетил с неожиданным визитом Украину. Он провёл переговоры с президентом Владимиром Зеленским, осмотрел Киев и пообещал предоставить 120 бронемашин, противокорабельные ракетные системы и кредитные гарантии Всемирного банка на 500 млн долларов.

https://www.gazeta.uz/ru/2022/04/10/johnson-visit/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-10 17:52:47,170,467,0,5
"Главные материалы «Газеты.uz» за неделю

Историк искусства и архитектуры Борис Чухович высказался о предварительных результатах реконструкции площади Космонавтов в Ташкенте. Он также подчеркнул, что перед проведением подобных работ необходимо устраивать консультации с жителями и экспертным сообществом.

В Ташкенте продолжается реконструкция аллеи Гагарина. На протяжении почти двух месяцев здесь нет условий для пешеходов, местные жители возмущены несогласованным демонтажом решёток на своих балконах. «Газета.uz» рассказывает о старых ошибках благоустройства, которые продолжает совершать хокимият.  

Посол Великобритании в Узбекистане Тим Торлоу дал интервью проекту Alter Ego. Он высказался о ситуации со свободой слова в Узбекистане, проблемах экологии и безопасности дорожного движения. «Люди водят очень быстро и, кажется, без санкций. Это опасное вождение, не только быстрое, а сам стиль вождения. Это тоже можно исправить», — сказал посол.

9 апреля исполняется 686 лет со дня рождения Амира Темура. В честь этой даты вспоминаем материал историка Таира Гюля о том, как Темуриды озеленяли свою империю.  

10 апреля также исполняется 128 лет со дня рождения Абдуллы Кадыри. Вспоминаем главный роман писателя «Минувшие дни» вместе с переводчиком этого произведения на английский язык Марком Ризом. 

Доктор экономических наук, профессор УМЭД Нишанбай Сиражиддинов анализирует направления экономической политики, которые позволят обеспечить макроэкономическую стабильность Узбекистана в условиях сокращения денежных переводов трудовых мигрантов и ожидаемого снижения экономических показателей России. 

Проект «Как я стал футбольным фанатом». Музыкант DJ Piligrim и журналист Дмитрий Поваров рассказали, почему любят футбол и как игра в мяч объединяет мир.",2022-04-10 17:15:00,87,23,0,7
"Парламент Пакистана выразил недоверие премьер-министру страны Имрану Хану и отстранил его от должности. 

https://www.gazeta.uz/ru/2022/04/10/imran-khan/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-10 16:34:35,64,51,0,25
"Актёр и режиссёр, народный артист Узбекистана Лутфулла Садуллаев умер на 82-м году жизни.

https://www.gazeta.uz/ru/2022/04/10/lutfulla-sadullaev/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-10 16:17:35,16,10,0,27
"Кадыри описывал своё настоящее как предупреждение будущему — Марк Риз

10 апреля исполняется 128 лет со дня рождения основоположника жанра романа в узбекской литературе Абдуллы Кадыри.

«Газета.uz» публиковала интервью с американским исследователем, переводчиком Марком Ризом, который перевёл роман писателя «Минувшие дни» на английский язык.

В интервью говорится о том, почему роман в первую очередь об идее реформ, а не об истории любви, и как автор хотел показать острые проблемы через призму произведения. Марк Риз также делится мыслями о джадидах и о том, находят ли их идеи воплощение сегодня.

Интервью: https://www.gazeta.uz/ru/2021/06/19/mark-reese/?utm_source=push&utm_medium=telegram",2022-04-10 13:34:15,134,12,0,3
"Космический корабль компании SpaceX доставил на МКС полностью коммерческий рейс из четверых туристов. Они проведут на околоземной орбите около 10 дней.

https://www.gazeta.uz/ru/2022/04/09/spacex-mission/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 19:43:25,166,28,0,16
"Олимжон Нурматов освобождён от должности хокима Уртачирчикского района по состоянию здоровья. И. о. хокима стал Ихтиёр Косимов, до этого работавший первым заместителем хокима.

https://www.gazeta.uz/ru/2022/04/09/khokim/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 18:11:37,40,8,0,16
"На территории Тамдынского района Навоийской области открыты месторождения Балпантау и Тамдыбулак в составе карьера «Мурунтау» с запасами более 40 млн тонн золотосодержащей руды. Здесь планируется добывать более 3 млн тонн руды в год на протяжении почти 15 лет.

https://www.gazeta.uz/ru/2022/04/09/muruntau/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 16:13:20,97,13,0,40
"Президент поручил до 1 августа разработать предложения о привлечении частного сектора к работе общественного транспорта столицы. При этом «на примере города Ташкента» планируется внедрить стратегии развития инфраструктуры общественного транспорта в Нукусе и во всех областных центрах.

https://www.gazeta.uz/ru/2022/04/09/public-transport/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 13:48:27,73,63,0,17
"Компании «Узбекнефтегаз», «Тепловые электрические станции» и Uzbekistan Airways планируется приватизировать. Намечено также продать часть акций UzAuto Motors и передать аэропорты Ташкента и в регионах под управление частного сектора. Комитет по автодорогам будет реформирован с выведением подрядных и производственных предприятий.

https://www.gazeta.uz/ru/2022/04/09/privatization/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 13:23:23,48,170,0,11
"Против компаний будут применять финансовые санкции за антиконкурентные действия. Размер и порядок применения этих санкций будут прописаны в новом законе «О конкуренции». Ранее предоставленные льготы и преференции пересмотрят и частично отменят.

https://www.gazeta.uz/ru/2022/04/09/law-on-competition/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 13:00:18,67,10,0,9
"Президент поручил разработать стратегию трансформации, развития и приватизации «Узбекистон темир йуллари». Намечено улучшение тарифной политики за счёт привлечения на рынок частного сектора. В августе Шавкат Мирзиёев поручал главе «УТЙ» устранить монополию в сфере ж/д грузоперевозок, но изменений пока не было.

https://www.gazeta.uz/ru/2022/04/09/railways/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 11:53:21,73,19,0,5
"Квазифискальные расходы предприятий с госдолей будут лучше контролировать, госпредприятиям запрещено приобретать и строить новые объекты недвижимости, не соответствующие их деятельности. Новый указ президента вводит и другие запреты и ограничения для госпредприятий.

https://www.gazeta.uz/ru/2022/04/09/state-enterprises/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 10:58:43,101,9,0,9
"Дмитрий Поваров: Как я стал футбольным фанатом

В Узбекистане любят футбол и с азартом болеют за любимые с детства команды. Журналист Дмитрий Поваров в рамках проекта «Как я стал футбольным фанатом» рассказал, как он полюбил этот вид спорта, почему в Центральной Азии болеют за европейский футбол и как игра в мяч объединяет мир.

https://www.gazeta.uz/ru/2022/04/09/football-fans-dmitriy-povarov/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 10:47:11,42,17,0,0
"Воздушный сдобный пирог с творогом, быстрый творожный пирог, булочки с творогом, песочный пирог с творожной начинкой и другая выпечка — в подборке рецептов от Zira.uz

https://www.gazeta.uz/ru/2022/04/09/zira/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 10:35:21,40,3,0,3
"Иностранные граждане теперь смогут инвестировать в строящуюся недвижимость в Узбекистане (их перечень будет утверждать правительство). Кроме того, уменьшена сумма стоимости недвижимости в Ташкенте и Ташкентской области, путём приобретения которой можно получить вид на жительство в Узбекистане. С 1 мая иностранцы будут платить НДФЛ столько же, сколько узбекистанцы.

https://www.gazeta.uz/ru/2022/04/09/realty/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-09 10:20:07,80,56,0,8
"Пять кинопремьер, открытие парка «Янги Узбекистон», шоу-программы в центре столицы, выставки, скидки в ТРЦ, детские шоу, познавательные мастер-классы и другие мероприятия предстоящих выходных — в подборке Afisha.uz.

https://www.gazeta.uz/ru/2022/04/08/afisha/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 21:16:44,37,56,0,4
"Мировые цены на пшеницу, кукурузу и растительное масло в марте подскочили до рекордного уровня из-за последствий войны в Украине, сообщила Продовольственная и сельскохозяйственная организация ООН (ФАО). Отмечен также рост цен на мясо, сахар и молоко. ФАО представила прогноз производства и потребления зерновых в 2022 году.

https://www.gazeta.uz/ru/2022/04/08/fao-food-commodity-prices/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 20:11:49,37,45,0,61
"Новые санкции Евросоюза и США в отношении России запрещают импорт и транзит угля и других твёрдых энергоносителей. Вводится также запрет на вхождение российских судов в порты стран ЕС.

https://www.gazeta.uz/ru/2022/04/08/sanctions/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 19:20:00,101,243,0,4
"Послом Кыргызстана в Узбекистане назначен Муса Джаманбаев, ране возглавлявший службу протокола президента страны.

https://www.gazeta.uz/ru/2022/04/08/kg-ambassador/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 19:13:37,33,6,0,7
"В 2022—2023 учебном году в 918 школах Наманганской и Сырдарьинской областей будут опробованы новые учебники для начальных классов по предметам «Родной язык и читательская грамотность» и «Математика». Они разработаны USAID и Республиканским центром образования. В текущем учебном году в этих же регионах были внедрены новые учебники по английскому языку (1−11 классы) и информатике (5−11).

https://www.gazeta.uz/ru/2022/04/08/usaid/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 19:09:05,43,94,0,3
"Загрузка гостиниц и отелей в Ташкенте в последние дни марта составила 83,6%, по республике — 70,8%. Эти обнадёживающие данные говорят о восстановлении индустрии туризма, считают в Министерстве туризма и культурного наследия. До 4,5 миллиона туристов ожидают встретить в Узбекистане до конца года.

https://www.gazeta.uz/ru/2022/04/08/tourism/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 18:58:58,124,14,0,22
"Форум анимационных фильмов с участием мультипликаторов стран Центральной Азии и СНГ пройдёт в Ташкенте с 18 по 22 апреля. «Газета.uz» публикует программу показов и лекций.

https://www.gazeta.uz/ru/2022/04/08/animation/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 18:19:19,67,2,0,4
"На встрече президента Азербайджана Ильхама Алиева и премьер-министра Армении Никола Пашиняна в Брюсселе достигнута договоренность о подготовке мирного договора между двумя странами.

https://www.gazeta.uz/ru/2022/04/08/peace/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 18:05:49,142,1,0,5
"Ощущаемый уровень инфляции в марте составил 15,7%, что на 5,2% выше официальной годовой инфляции в Узбекистане. ЦБ провёл опрос о том, как рост цен воспринимается в разрезе отраслей и регионов, а также среди жителей с разным уровнем доходов.

https://www.gazeta.uz/ru/2022/04/08/perceived-inflation/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 17:31:45,23,105,0,13
"Шавкат Мирзиёев заявил, что в некоторых регионах работа по посадке деревьев до сих пор «организована для галочки и продолжается показуха». По его словам, зафиксированы случаи приписок в отчёте о высадке 5 миллионов саженцев, которые фактически не были высажены на местах.

https://www.gazeta.uz/ru/2022/04/08/green-land/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 17:09:32,214,26,0,17
"Компания UZDIGITAL запустила акцию Qulay imkoniyat в честь священного месяца Рамадан. В рамках акции подключение и Telecard теперь будут стоить 40 тысяч сумов (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/08/uzdigital-tv/",2022-04-08 17:03:03,33,5,0,7
"Центробанк России принял решение снизить ключевую ставку с 20% до 17%. Регулятор объясняет это замедлением инфляции, в том числе благодаря укреплению рубля. ЦБ допускает дальнейшее снижение ставки в ближайшее время.

https://www.gazeta.uz/ru/2022/04/08/russia-bank/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 16:48:48,110,30,0,6
"Узбекистан проголосовал против приостановки членства России в Совете ООН по правам человека, поскольку считает, что такие решения «должны основываться на результатах тщательного расследования предполагаемого нарушения», заявил представитель страны при ООН Бахтиёр Ибрагимов. Представители Казахстана и Кыргызстана выступили с похожими заявлениями. Телеканал CNN сообщал, что РФ перед голосованием «распространила записку угрожающего тона».

https://www.gazeta.uz/ru/2022/04/08/uzbekistan-un/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 15:55:30,327,90,0,18
"В школе №10 Джизакской области прошел урок памяти Шарафа Рашидова. На нем были презентованы открытки учащихся, созданные с применением AR-технологий (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/08/sharaf-rashidov/",2022-04-08 15:03:14,91,11,0,3
"По железнодорожному вокзалу Краматорска в Украине нанесён ракетный удар. В это время там находились мирные жители, ожидающие эвакуации. Погибли 30 человек (по обновлённым данным - 50), около 100 получили ранения. 

https://www.gazeta.uz/ru/2022/04/08/kramatorsk/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 14:34:51,32,223,0,41
"Президенты Узбекистана и Кыргызстана провели телефонный разговор. Садыр Жапаров поблагодарил Узбекистан за строительство двух школ в Баткенской области и реконструкцию театра в Оше и отметил, что ожидает личного участия Шавката Мирзиёева в заседании Высшего Евразийского экономического совета и Евразийском экономическом форуме в мае в Бишкеке.

https://www.gazeta.uz/ru/2022/04/08/phone-call/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 13:58:24,110,18,0,3
"Минвуз, Делегация ЕС и ПРООН запустили инициативу по созданию новых образовательных возможностей для афганских граждан, временно проживающих в Узбекистане. На эти цели Евросоюз выделил 1 миллион евро. В ПРООН выразили уверенность, что от реализации проекта выиграет вся Сурхандарья, где расположен центр по обучению афганских граждан.

https://www.gazeta.uz/ru/2022/04/08/undp/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 13:33:08,43,55,0,8
"В выходные ожидается очень тёплая погода — в субботу днём воздух прогреется до +30, а в воскресенье — и до +35 градусов. На этом фоне возможны грозы, а также усиление ветра с пыльным позёмком и порывами до 23−25 м/с.

https://www.gazeta.uz/ru/2022/04/08/meteo/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 13:06:48,46,19,0,7
"В процессе трансформации в системе «Узпромстройбанка» усовершенствовано оказание услуг субъектам малого и среднего бизнеса, а также упрощены множество норм и правил для оформления документов (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/08/psb/",2022-04-08 13:03:01,24,8,0,3
"Спецпредставитель президента Узбекистана по Афганистану Исматулла Иргашев выразил поддержку запрета временного правительства соседней страны на выращивание опийного мака. В интервью «Газете.uz» он назвал это ключевым шагом по окончательному искоренению проблемы наркотиков в Афганистане.

https://www.gazeta.uz/ru/2022/04/08/ismatulla-ergashev-afghanistan/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 11:52:29,160,8,0,3
"Получателям пенсий и пособий на банковские карты с 1 мая будет ежемесячно доплачиваться 1%. Сообщения СМИ о том, что пенсионеры будут платить 1% за доставку пенсий, неверны. Эту сумму будут покрывать бюджет и Пенсионный фонд.

https://www.gazeta.uz/ru/2022/04/08/social-payout/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 11:09:47,158,11,0,5
"TEAM University объявил о начале приема документов на 2022−2023 учебный год. Прием осуществляется на подготовительный, первый и второй курсы. Подать документы можно онлайн на сайте университета (на правах рекламы).

https://www.gazeta.uz/ru/2022/04/08/team-university/",2022-04-08 11:03:11,24,14,0,2
"Президент поручил ускорить строительство внутренних дорог в Ташкенте и регионах. На Генпрокуратуру возложена задача вести строгий контроль за качеством строительства. Импорт техники для строительства дорог с цементобетонным покрытием освобождён от таможенных пошлин до конца года.

https://www.gazeta.uz/ru/2022/04/08/roads/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 09:39:40,119,8,0,10
"В Ташкенте задержаны директор Фархадского рынка и его заместитель по безопасности, а также кассир по обслуживанию рынка из Народного банка. Они подозреваются в вымогательстве денег у предпринимателя.

https://www.gazeta.uz/ru/2022/04/08/market/?utm_source=push&utm_medium=telegram

➖ @gazetauz ➖",2022-04-08 09:29:16,159,14,0,10
"Приобретение квартир в новостройках на старте продаж: покупать или подождать

Старт продаж — подходящий момент для покупки апартаментов. Цены низкие, а выбор, напротив, максимальный.

Компания Namuna Development объявила старт продаж последнего здания из всего блока А.

Еще один плюс этого дома — в нем у жильцов будет возможность менять планировку своих апартаментов.

Namuna Development строит не просто здания, а создает развитую внутреннюю инфраструктуру всего квартала на территории в 3,55 га.

Телефон: (+998) 78-777-00-77.

Адрес: ул. Лашкарбеги, 1.

Сайт: namunadevelopment.uz

На правах рекламы.",2022-04-08 09:00:03,29,33,0,1
